id,product_id,user_name,overall_rating,ratings,text,pipeline_output,created_at
review_0082,health_64914,Qudsiya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.981961871502881}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.964425402428164}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.910066061594675}}}",30:49.2
review_0083,health_91099,Kavita S.,4,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.955560972621388}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.971111936879773}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.942546669417066}}}",30:49.2
review_0084,household_91544,Qudsiya S.,1,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.936977143912205}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.908195657457065}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.828826638274529}}}",30:49.2
review_0085,skincare_50410,Bhavna S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.921305854981399}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.909335276109383}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.833253694078263}}}",30:49.2
review_0086,electronics_62400,Shreeya S.,5,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.978629513159782}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.905096277840657}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.866462127181042}}}",30:49.2
review_0087,household_26893,Shreeya S.,4,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.932347294071376}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.914577872662242}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.914477269877313}}}",30:49.2
review_0088,skincare_30657,Qudsiya S.,,,Free gifts for the first 100 customers -> [scam-link],"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.977378901208549}}",30:49.2
review_0089,electronics_74453,Shreeya S.,1,,Missing a few parts in the box.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.914912914492518}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.945995422441606}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.873421051264742}}}",30:49.2
review_0090,skincare_60782,Mahi S.,4,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.959486171457474}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.962021818976496}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.820630989142792}}}",30:49.2
review_0091,food_49826,Bhavna S.,2,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.957125948089705}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.924142031715507}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.931333848246901}}}",30:49.2
review_0092,electronics_55775,Qudsiya S.,2,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.914685273093267}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.940531511951572}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.939813162049261}}}",30:49.2
review_0093,fashion_43263,Kavita S.,5,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.948478551818172}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.942203530922437}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.818315673506308}}}",30:49.2
review_0094,food_53823,Kavita S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.941396504865662}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.903594772916389}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.842497392562936}}}",30:49.2
review_0095,skincare_47525,Qudsiya S.,,,"This company is a joke, avoid at all costs","{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.899242657370669}}",30:49.2
review_0096,food_37435,Kavita S.,5,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.9769686355432}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.906815307458544}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.830595115734044}}}",30:49.2
review_0097,food_70064,Kavita S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.90602416791572}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.929497647369837}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.939246865554907}}}",30:49.2
review_0098,food_73922,Bhavna S.,5,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.924608169192389}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.944522745975665}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.838500193964585}}}",30:49.2
review_0099,electronics_31124,Kavita S.,,,"You have won a lottery, click to claim","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.986711537536864}}",30:49.2
review_0100,household_77588,Kavita S.,4,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.961704629000419}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.939350544639649}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.86271755715534}}}",30:49.2
review_0101,electronics_57228,Kavita S.,4,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.967312957230914}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.989546473096015}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.823302684471415}}}",30:49.2
review_0102,skincare_38602,Bhavna S.,4,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.964113489975969}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.912125669148413}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.839736024768233}}}",30:49.2
review_0103,electronics_36483,Kavita S.,,,The engineers who designed this must be idiots,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.861596848813776}}",30:49.2
review_0104,household_26893,Shreeya S.,2,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.98383226867413}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.942853548938577}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.939811563940243}}}",30:49.2
review_0105,food_73922,Qudsiya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.981638851400063}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.976564760090603}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.849439132295166}}}",30:49.2
review_0106,fashion_83160,Bhavna S.,5,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.923426568330953}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.983739765154179}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.857371600160645}}}",30:49.2
review_0107,food_15255,Bhavna S.,1,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.982272186357113}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.903605002142042}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.83137134705704}}}",30:49.2
review_0108,food_36979,Kavita S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.922684916408144}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.905578749127875}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.828630720759925}}}",30:49.2
review_0109,household_87261,Mahi S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.964353918307881}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.94475729214935}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.851649161686605}}}",30:49.2
review_0110,household_38913,Kavita S.,2,,"It's okay, but I probably wouldn't buy it again.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.970841981477992}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.941096033180875}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.815228514201306}}}",30:49.2
review_0111,food_68303,Bhavna S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.930187317661392}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.93039874944399}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.921875787130265}}}",30:49.2
review_0112,food_49826,Qudsiya S.,1,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.924451005103102}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.959985769677918}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.857010542578545}}}",30:49.2
review_0113,fashion_88701,Shreeya S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.987291210246628}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.956791441854135}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.920971036986643}}}",30:49.2
review_0114,food_69540,Kavita S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.908151286603311}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.967562561140752}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.92735509287326}}}",30:49.2
review_0115,health_49187,Mahi S.,2,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.954530823129273}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.906393358949749}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.862927441127924}}}",30:49.2
review_0116,fashion_53571,Bhavna S.,1,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.985770787323125}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.981335641128702}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943865707824169}}}",30:49.2
review_0117,electronics_42499,Mahi S.,2,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.978340098999393}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.977810691356471}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.933850732703833}}}",30:49.2
review_0118,fashion_43263,Shreeya S.,,,The engineers who designed this must be idiots,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.861697028648176}}",30:49.2
review_0119,health_84931,Bhavna S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.9398402265509}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.948695275592633}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.890597046290059}}}",30:49.2
review_0120,skincare_50176,Qudsiya S.,,,Visit my website for more deals,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.9899848404894}}",30:49.2
review_0121,fashion_85587,Mahi S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.908779592721457}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.971690571212322}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.823344576212027}}}",30:49.2
review_0122,food_38783,Qudsiya S.,4,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.926609044277262}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.98141028990802}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.862456870034317}}}",30:49.2
review_0123,electronics_92738,Bhavna S.,5,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.906836513383471}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.938546742851362}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.905478423371385}}}",30:49.2
review_0124,health_27694,Shreeya S.,2,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.92009231455856}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.989789333510836}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.880508762292307}}}",30:49.2
review_0125,skincare_40265,Qudsiya S.,5,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.988868319199807}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.924332510114973}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.897152364576476}}}",30:49.2
review_0126,household_78138,Kavita S.,,,"Don't buy this trash, it's a scam","{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.901483019778736}}",30:49.2
review_0127,food_11796,Shreeya S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.975875809684502}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.956808668878334}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.873299834673428}}}",30:49.2
review_0128,fashion_96216,Bhavna S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.949502068400714}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.929808081719978}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943397382386568}}}",30:49.2
review_0129,skincare_60782,Bhavna S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.907718036853502}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.923769662167998}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.949557810169109}}}",30:49.2
review_0130,food_97181,Kavita S.,,,"I hate this stupid product, complete trash","{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.881785204513492}}",30:49.2
review_0131,fashion_52368,Kavita S.,4,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.91370216199639}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.985854757051522}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.824511809324493}}}",30:49.2
review_0132,fashion_88447,Mahi S.,4,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.987826325992246}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.902140658894121}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.908930749214315}}}",30:49.2
review_0133,household_80725,Bhavna S.,2,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.912440131822129}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.924119322424594}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.878024553501546}}}",30:49.2
review_0134,electronics_41267,Qudsiya S.,,,Click here for a free prize!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.975522498821299}}",30:49.2
review_0135,household_83307,Kavita S.,2,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.967984782920814}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.948771877663737}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.929620913783239}}}",30:49.2
review_0136,household_21820,Shreeya S.,,,The engineers who designed this must be idiots,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.856507155393817}}",30:49.2
review_0137,food_38783,Bhavna S.,2,,"Arrived later than expected, which was frustrating.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.977699399885299}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.938519374696858}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.858499374485589}}}",30:49.2
review_0138,household_95493,Qudsiya S.,5,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.936799619970132}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.904409319462365}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.856187473772137}}}",30:49.2
review_0139,food_14886,Shreeya S.,1,,The color is not the same as in the picture.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.952201748539037}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.978873942295109}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.89223625373841}}}",30:49.2
review_0140,household_80725,Qudsiya S.,4,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.969735771337978}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.905629002438901}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.873006356348202}}}",30:49.2
review_0141,skincare_49580,Shreeya S.,,,"This company is a joke, avoid at all costs","{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.951797967336056}}",30:49.2
review_0142,fashion_72080,Bhavna S.,2,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.915138208344613}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.926388034876363}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.818331044159214}}}",30:49.2
review_0143,household_46212,Kavita S.,,,Useless piece of crap,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.871973071289025}}",30:49.2
review_0144,fashion_80582,Kavita S.,,,"Earn $1000 a day from home, ask me how","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.955214698997937}}",30:49.2
review_0145,skincare_76510,Kavita S.,1,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.917779059790577}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.977195194140331}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.822249040571152}}}",30:49.2
review_0146,health_64534,Qudsiya S.,5,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.900324315805349}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.988955230690303}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.87480065910411}}}",30:49.2
review_0147,skincare_96947,Qudsiya S.,1,,Missing a few parts in the box.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.973491434175106}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.949631523537464}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.815499118440367}}}",30:49.2
review_0148,household_20170,Mahi S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.952920358704784}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.957707060427226}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.911474815069066}}}",30:49.2
review_0149,electronics_29557,Kavita S.,5,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.982647535382769}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.932278229021871}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.82682355139993}}}",30:49.2
review_0150,household_83307,Qudsiya S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.913758126218593}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.985884412640821}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.857647869247702}}}",30:49.2
review_0151,health_30068,Qudsiya S.,4,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.985146618870627}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.923387658776119}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.923307548585383}}}",30:49.2
review_0152,household_50850,Qudsiya S.,,,I want my money back you thieves,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.969551477558477}}",30:49.2
review_0153,food_60924,Mahi S.,1,,"Arrived later than expected, which was frustrating.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.901363549814125}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.910452999023444}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.942549157711279}}}",30:49.2
review_0154,skincare_56326,Kavita S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.958972995416446}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.914765300469921}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.870683948317678}}}",30:49.3
review_0155,fashion_78076,Kavita S.,4,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.966575492889043}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.958330835085188}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.904278215526974}}}",30:49.3
review_0156,skincare_45967,Bhavna S.,2,,"It's okay, but I probably wouldn't buy it again.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.947139152066391}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.909409120775524}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.848028110291687}}}",30:49.3
review_0157,health_29732,Bhavna S.,,,Fucker,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.931079712864679}}",30:49.3
review_0158,food_15255,Shreeya S.,2,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.902425109802516}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.913664914715685}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.842509032488357}}}",30:49.3
review_0159,food_42675,Qudsiya S.,,,"I hate this stupid product, complete trash","{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.934181803815615}}",30:49.3
review_0160,skincare_36957,Kavita S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.920058114228642}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.941186386175232}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.864889465095343}}}",30:49.3
review_0161,fashion_96216,Bhavna S.,1,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.900236356091906}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.956859082357634}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.824175314198787}}}",30:49.3
review_0162,household_91544,Qudsiya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.900872004642108}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.916006571412746}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.948996622040399}}}",30:49.3
