id,name,brand,category,subcategory,description,price,currency,image_url,barcode,specifications,made_in_india,eco_friendly,FSSAI_certified,avg_overall_rating,avg_rating_criteria1,avg_rating_criteria2,avg_rating_criteria3,total_reviews,total_complaints,risk_score,source,created_at
food_69540,Cashew Nuts Premium,DryCrunch,Food & Beverages,Dry Fruits,Premium quality cashew nuts premium sourced from trusted suppliers.,176.47,INR,images/food/cashew_nuts_premium.jpg,8.96129E+11,"{'weight_volume': '1kg', 'shelf_life': '6 months', 'is_vegetarian': True}",FALSE,FALSE,TRUE,4.1,4.5,3.9,4.5,8,0,0,Food Dataset (Synthetic),17:15.8
food_42675,Mustard Oil Cold Pressed,PureOil,Food & Beverages,Cooking Oil,Premium quality mustard oil cold pressed sourced from trusted suppliers.,302.34,INR,images/food/mustard_oil_cold_pressed.jpg,8.9716E+11,"{'weight_volume': '250g', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,TRUE,4,4.3,3.7,4.4,276,5,0.2,Food Dataset (Synthetic),17:15.8
food_54576,Brown Rice Organic,NutriGrain,Food & Beverages,Grains,Premium quality brown rice organic sourced from trusted suppliers.,895.63,INR,images/food/brown_rice_organic.jpg,8.96829E+11,"{'weight_volume': '250g', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,FALSE,5,4.8,4.7,5,139,4,0.3,Food Dataset (Synthetic),17:15.8
food_55325,Chia Seeds Raw,SuperSeeds,Food & Beverages,Seeds & Nuts,Premium quality chia seeds raw sourced from trusted suppliers.,846.78,INR,images/food/chia_seeds_raw.jpg,8.91073E+11,"{'weight_volume': '200ml', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,TRUE,4.4,4.8,4.8,4.6,57,1,0.2,Food Dataset (Synthetic),17:15.8
food_36979,Kombucha Ginger Lemon,FermentPro,Food & Beverages,Beverages,Premium quality kombucha ginger lemon sourced from trusted suppliers.,439.75,INR,images/food/kombucha_ginger_lemon.jpg,8.93241E+11,"{'weight_volume': '250g', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,FALSE,2.9,2.8,2.9,3.2,47,1,0.2,Food Dataset (Synthetic),17:15.8
food_10132,Quinoa Pasta Gluten Free,HealthyCarbs,Food & Beverages,Pasta & Noodles,Premium quality quinoa pasta gluten free sourced from trusted suppliers.,645.69,INR,images/food/quinoa_pasta_gluten_free.jpg,8.93525E+11,"{'weight_volume': '250g', 'shelf_life': '1 year', 'is_vegetarian': True}",FALSE,FALSE,TRUE,5,4.5,5,5,68,2,0.3,Food Dataset (Synthetic),17:15.8
food_68303,Himalayan Pink Salt,SaltCrystal,Food & Beverages,Seasonings,Premium quality himalayan pink salt sourced from trusted suppliers.,895.48,INR,images/food/himalayan_pink_salt.jpg,8.97379E+11,"{'weight_volume': '1kg', 'shelf_life': '1 year', 'is_vegetarian': True}",FALSE,FALSE,TRUE,4.6,4.5,4.1,4.7,294,3,0.1,Food Dataset (Synthetic),17:15.8
food_52613,Coconut Flour Organic,CocoFlour,Food & Beverages,Flour,Premium quality coconut flour organic sourced from trusted suppliers.,496.45,INR,images/food/coconut_flour_organic.jpg,8.91045E+11,"{'weight_volume': '200ml', 'shelf_life': '6 months', 'is_vegetarian': True}",FALSE,FALSE,TRUE,3.8,3.6,3.7,4,164,5,0.3,Food Dataset (Synthetic),17:15.8
food_93948,Dates Medjool Premium,DesertSweet,Food & Beverages,Dry Fruits,Premium quality dates medjool premium sourced from trusted suppliers.,792.16,INR,images/food/dates_medjool_premium.jpg,8.96482E+11,"{'weight_volume': '200ml', 'shelf_life': '1 year', 'is_vegetarian': True}",TRUE,FALSE,FALSE,5,5,5,4.6,83,1,0.1,Food Dataset (Synthetic),17:15.8
food_15255,Sesame Oil Pure,GoldenSesame,Food & Beverages,Cooking Oil,Premium quality sesame oil pure sourced from trusted suppliers.,590.26,INR,images/food/sesame_oil_pure.jpg,8.97487E+11,"{'weight_volume': '200ml', 'shelf_life': '6 months', 'is_vegetarian': True}",FALSE,FALSE,TRUE,3.8,4,4,3.6,279,11,0.4,Food Dataset (Synthetic),17:15.8
food_59504,Moringa Powder Organic,GreenSuper,Food & Beverages,Superfoods,Premium quality moringa powder organic sourced from trusted suppliers.,129.94,INR,images/food/moringa_powder_organic.jpg,8.94852E+11,"{'weight_volume': '500g', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,TRUE,5,4.6,4.7,4.8,64,1,0.2,Food Dataset (Synthetic),17:15.8
food_88631,Ragi Flour Finger Millet,MilletMagic,Food & Beverages,Flour,Premium quality ragi flour finger millet sourced from trusted suppliers.,161.53,INR,images/food/ragi_flour_finger_millet.jpg,8.91839E+11,"{'weight_volume': '500g', 'shelf_life': '1 year', 'is_vegetarian': True}",TRUE,FALSE,FALSE,4,4,4.5,3.7,260,2,0.1,Food Dataset (Synthetic),17:15.8
food_37435,Flax Seeds Ground,OmegaSeeds,Food & Beverages,Seeds & Nuts,Premium quality flax seeds ground sourced from trusted suppliers.,778.82,INR,images/food/flax_seeds_ground.jpg,8.95131E+11,"{'weight_volume': '1kg', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,FALSE,4.2,4.4,4.3,3.9,40,0,0,Food Dataset (Synthetic),17:15.8
food_69859,Herbal Coffee Chicory,CaffeineNo,Food & Beverages,Beverages,Premium quality herbal coffee chicory sourced from trusted suppliers.,820.13,INR,images/food/herbal_coffee_chicory.jpg,8.98962E+11,"{'weight_volume': '1kg', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,TRUE,3.5,3.3,4,3.7,127,5,0.4,Food Dataset (Synthetic),17:15.8
food_22041,Kokum Butter Pure,TropicalButter,Food & Beverages,Natural Products,Premium quality kokum butter pure sourced from trusted suppliers.,136.83,INR,images/food/kokum_butter_pure.jpg,8.91713E+11,"{'weight_volume': '200ml', 'shelf_life': '6 months', 'is_vegetarian': True}",FALSE,FALSE,TRUE,3.3,3.4,3,3.2,47,1,0.2,Food Dataset (Synthetic),17:15.8
food_11796,Amla Juice Organic,VitaminC Plus,Food & Beverages,Beverages,Premium quality amla juice organic sourced from trusted suppliers.,177.53,INR,images/food/amla_juice_organic.jpg,8.9474E+11,"{'weight_volume': '200ml', 'shelf_life': '6 months', 'is_vegetarian': True}",TRUE,FALSE,FALSE,5,5,5,5,102,4,0.4,Food Dataset (Synthetic),17:15.8
food_70064,Spirulina Powder,BlueGreen,Food & Beverages,Superfoods,Premium quality spirulina powder sourced from trusted suppliers.,576.69,INR,images/food/spirulina_powder.jpg,8.9938E+11,"{'weight_volume': '500g', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,TRUE,4.6,4.9,4.2,4.6,50,2,0.4,Food Dataset (Synthetic),17:15.8
food_29353,Buckwheat Flour,GlutenFree Pro,Food & Beverages,Flour,Premium quality buckwheat flour sourced from trusted suppliers.,765.86,INR,images/food/buckwheat_flour.jpg,8.93812E+11,"{'weight_volume': '1kg', 'shelf_life': '1 year', 'is_vegetarian': True}",FALSE,FALSE,FALSE,4.7,5,4.6,5,248,10,0.4,Food Dataset (Synthetic),17:15.8
food_11086,Sunflower Seeds Roasted,SunnySeeds,Food & Beverages,Seeds & Nuts,Premium quality sunflower seeds roasted sourced from trusted suppliers.,362.69,INR,images/food/sunflower_seeds_roasted.jpg,8.93439E+11,"{'weight_volume': '200ml', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,FALSE,4.1,3.8,4.1,4.3,21,0,0,Food Dataset (Synthetic),17:15.8
food_55119,Wheat Grass Powder,GreenGrass,Food & Beverages,Superfoods,Premium quality wheat grass powder sourced from trusted suppliers.,136.49,INR,images/food/wheat_grass_powder.jpg,8.95011E+11,"{'weight_volume': '1kg', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,TRUE,3.9,4.1,4,4.4,166,3,0.2,Food Dataset (Synthetic),17:15.8
food_63470,Palm Jaggery Organic,PalmSweet,Food & Beverages,Sweeteners,Premium quality palm jaggery organic sourced from trusted suppliers.,894.19,INR,images/food/palm_jaggery_organic.jpg,8.94229E+11,"{'weight_volume': '500g', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,FALSE,5,4.6,4.7,5,250,10,0.4,Food Dataset (Synthetic),17:15.8
food_67314,Black Mustard Seeds,SpiceKing,Food & Beverages,Spices,Premium quality black mustard seeds sourced from trusted suppliers.,450.55,INR,images/food/black_mustard_seeds.jpg,8.98399E+11,"{'weight_volume': '200ml', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,FALSE,5,4.6,5,4.5,230,4,0.2,Food Dataset (Synthetic),17:15.8
food_65259,Coconut Milk Thick,CocoMilk,Food & Beverages,Dairy Alternatives,Premium quality coconut milk thick sourced from trusted suppliers.,507.44,INR,images/food/coconut_milk_thick.jpg,8.96342E+11,"{'weight_volume': '250g', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,TRUE,3.8,3.7,4,4.2,153,3,0.2,Food Dataset (Synthetic),17:15.8
food_73161,Bajra Flour Pearl Millet,MilletGrain,Food & Beverages,Flour,Premium quality bajra flour pearl millet sourced from trusted suppliers.,292.5,INR,images/food/bajra_flour_pearl_millet.jpg,8.94406E+11,"{'weight_volume': '250g', 'shelf_life': '1 year', 'is_vegetarian': True}",FALSE,FALSE,FALSE,4.8,4.6,4.9,4.9,252,5,0.2,Food Dataset (Synthetic),17:15.8
food_92937,Pumpkin Seeds Raw,HealthyMunch,Food & Beverages,Seeds & Nuts,Premium quality pumpkin seeds raw sourced from trusted suppliers.,125.49,INR,images/food/pumpkin_seeds_raw.jpg,8.99542E+11,"{'weight_volume': '250g', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,TRUE,4.6,4.2,4.8,5,47,1,0.2,Food Dataset (Synthetic),17:15.8
food_68683,Ashwagandha Powder,AyurHerb,Food & Beverages,Herbs,Premium quality ashwagandha powder sourced from trusted suppliers.,662.59,INR,images/food/ashwagandha_powder.jpg,8.91608E+11,"{'weight_volume': '500ml', 'shelf_life': '2 years', 'is_vegetarian': True}",FALSE,FALSE,TRUE,2.4,2.4,2.6,2.2,286,6,0.2,Food Dataset (Synthetic),17:15.8
food_38783,Jowar Flour Sorghum,GrainPower,Food & Beverages,Flour,Premium quality jowar flour sorghum sourced from trusted suppliers.,441.12,INR,images/food/jowar_flour_sorghum.jpg,8.935E+11,"{'weight_volume': '500g', 'shelf_life': '2 years', 'is_vegetarian': True}",TRUE,FALSE,TRUE,4.1,3.9,4.3,3.7,172,4,0.2,Food Dataset (Synthetic),17:15.8
food_97181,Gond Katira Edible Gum,NaturalGum,Food & Beverages,Natural Products,Premium quality gond katira edible gum sourced from trusted suppliers.,296.99,INR,images/food/gond_katira_edible_gum.jpg,8.98314E+11,"{'weight_volume': '500g', 'shelf_life': '1 year', 'is_vegetarian': True}",TRUE,FALSE,TRUE,3.9,4.1,4,4.3,293,13,0.4,Food Dataset (Synthetic),17:15.8
food_26785,Kalonji Black Cumin Seeds,BlackSeed,Food & Beverages,Spices,Premium quality kalonji black cumin seeds sourced from trusted suppliers.,769.42,INR,images/food/kalonji_black_cumin_seeds.jpg,8.95754E+11,"{'weight_volume': '1kg', 'shelf_life': '6 months', 'is_vegetarian': True}",FALSE,FALSE,TRUE,5,5,5,5,88,1,0.1,Food Dataset (Synthetic),17:15.8
food_19026,Coconut Sugar Organic,CocoSweet,Food & Beverages,Sweeteners,Premium quality coconut sugar organic sourced from trusted suppliers.,243.98,INR,images/food/coconut_sugar_organic.jpg,8.97157E+11,"{'weight_volume': '500ml', 'shelf_life': '1 year', 'is_vegetarian': True}",FALSE,FALSE,TRUE,4.8,4.6,4.5,4.7,149,6,0.4,Food Dataset (Synthetic),17:15.8
food_25499,Sabja Seeds Basil,CoolSeeds,Food & Beverages,Seeds & Nuts,Premium quality sabja seeds basil sourced from trusted suppliers.,537.54,INR,images/food/sabja_seeds_basil.jpg,8.96671E+11,"{'weight_volume': '500g', 'shelf_life': '1 year', 'is_vegetarian': True}",FALSE,FALSE,FALSE,3.4,3.2,3,3.8,162,6,0.4,Food Dataset (Synthetic),17:15.8
food_30054,Jackfruit Flour,TropicalFlour,Food & Beverages,Flour,Premium quality jackfruit flour sourced from trusted suppliers.,164.95,INR,images/food/jackfruit_flour.jpg,8.98756E+11,"{'weight_volume': '250g', 'shelf_life': '6 months', 'is_vegetarian': True}",TRUE,FALSE,TRUE,4.5,4.8,4.7,4.9,188,7,0.4,Food Dataset (Synthetic),17:15.8
food_46339,Mixed Fruit Jam,FruitFusion,Food & Beverages,Spreads,Premium quality mixed fruit jam sourced from trusted suppliers.,590.45,INR,images/food/mixed_fruit_jam.jpg,8.95128E+11,"{'weight_volume': '1kg', 'shelf_life': '6 months', 'is_vegetarian': True}",TRUE,FALSE,FALSE,4.9,5,5,4.9,12,0,0,Food Dataset (Synthetic),17:15.8
electronics_92738,Wireless Bluetooth Headphones,SoundWave,Electronics,Audio,Advanced wireless bluetooth headphones with cutting-edge technology.,2234.5,INR,images/electronics/wireless_bluetooth_headphones.jpg,8.93498E+11,"{'warranty': '1 year', 'power': '94W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.8,4.4,5,4.9,274,13,0.5,Electronics Dataset (Synthetic),17:43.1
electronics_87253,Smart Fitness Watch,FitTech,Electronics,Wearables,Advanced smart fitness watch with cutting-edge technology.,4528.83,INR,images/electronics/smart_fitness_watch.jpg,8.95728E+11,"{'warranty': '6 months', 'power': '12W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,4.5,4.4,4.8,4.3,134,1,0.1,Electronics Dataset (Synthetic),17:43.1
electronics_75415,LED Study Desk Lamp,BrightLight,Electronics,Lighting,Advanced led study desk lamp with cutting-edge technology.,8429.54,INR,images/electronics/led_study_desk_lamp.jpg,8.92228E+11,"{'warranty': '1 year', 'power': '61W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,2.7,2.3,3,2.6,138,4,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_52558,Wireless Phone Charger,PowerWave,Electronics,Accessories,Advanced wireless phone charger with cutting-edge technology.,1098.43,INR,images/electronics/wireless_phone_charger.jpg,8.94012E+11,"{'warranty': '2 years', 'power': '67W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,5,5,5,4.5,167,4,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_62400,Bluetooth Portable Speaker,SoundBox,Electronics,Audio,Advanced bluetooth portable speaker with cutting-edge technology.,6889.66,INR,images/electronics/bluetooth_portable_speaker.jpg,8.9713E+11,"{'warranty': '1 year', 'power': '53W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.4,3.8,3,3.1,159,1,0.1,Electronics Dataset (Synthetic),17:43.1
electronics_60676,USB-C Fast Charging Cable,DataLink,Electronics,Accessories,Advanced usb-c fast charging cable with cutting-edge technology.,4114.39,INR,images/electronics/usb-c_fast_charging_cable.jpg,8.96387E+11,"{'warranty': '1 year', 'power': '26W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,5,5,5,4.5,169,7,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_83487,Power Bank 10000mAh,ChargeHub,Electronics,Accessories,Advanced power bank 10000mah with cutting-edge technology.,7412.33,INR,images/electronics/power_bank_10000mah.jpg,8.98474E+11,"{'warranty': '1 year', 'power': '100W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.7,3.8,3.7,4.2,281,13,0.5,Electronics Dataset (Synthetic),17:43.1
electronics_38519,Wireless Gaming Mouse,ClickTech,Electronics,Computer Accessories,Advanced wireless gaming mouse with cutting-edge technology.,1957.44,INR,images/electronics/wireless_gaming_mouse.jpg,8.95474E+11,"{'warranty': '6 months', 'power': '24W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,4,4.4,3.6,3.9,184,8,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_14825,Smartphone Screen Protector,ProtectPro,Electronics,Mobile Accessories,Advanced smartphone screen protector with cutting-edge technology.,7585.38,INR,images/electronics/smartphone_screen_protector.jpg,8.93435E+11,"{'warranty': '2 years', 'power': '91W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,3.7,3.3,3.6,4,124,4,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_13828,Smart Home Security Camera,SecureHome,Electronics,Smart Home,Advanced smart home security camera with cutting-edge technology.,1170.2,INR,images/electronics/smart_home_security_camera.jpg,8.92656E+11,"{'warranty': '6 months', 'power': '16W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,3.2,2.7,2.8,3.3,33,1,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_86075,Tablet 10 inch Android,TabletPro,Electronics,Tablets,Advanced tablet 10 inch android with cutting-edge technology.,8142.19,INR,images/electronics/tablet_10_inch_android.jpg,8.92728E+11,"{'warranty': '1 year', 'power': '83W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,4.3,4.6,4.1,4.5,239,11,0.5,Electronics Dataset (Synthetic),17:43.1
electronics_70920,Wireless Keyboard,TypeMaster,Electronics,Computer Accessories,Advanced wireless keyboard with cutting-edge technology.,2623.61,INR,images/electronics/wireless_keyboard.jpg,8.98515E+11,"{'warranty': '2 years', 'power': '92W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.5,4.2,4.3,4.5,153,4,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_31124,Smart TV 43 inch,VisionTech,Electronics,Television,Advanced smart tv 43 inch with cutting-edge technology.,5062.29,INR,images/electronics/smart_tv_43_inch.jpg,8.93692E+11,"{'warranty': '6 months', 'power': '62W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.3,3.2,3.6,3.6,54,0,0,Electronics Dataset (Synthetic),17:43.1
electronics_98713,Laptop Cooling Pad,CoolTech,Electronics,Computer Accessories,Advanced laptop cooling pad with cutting-edge technology.,6001.51,INR,images/electronics/laptop_cooling_pad.jpg,8.99604E+11,"{'warranty': '6 months', 'power': '14W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,4,3.8,3.8,3.7,100,3,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_91568,Webcam HD 1080p,ClearView,Electronics,Computer Accessories,Advanced webcam hd 1080p with cutting-edge technology.,7340.81,INR,images/electronics/webcam_hd_1080p.jpg,8.93707E+11,"{'warranty': '6 months', 'power': '99W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.8,5,5,4.4,131,4,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_74299,Gaming Headset,GameSound,Electronics,Gaming,Advanced gaming headset with cutting-edge technology.,1091,INR,images/electronics/gaming_headset.jpg,8.98038E+11,"{'warranty': '6 months', 'power': '60W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.8,3.5,4.2,3.7,91,2,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_57228,Phone Stand Adjustable,StandPro,Electronics,Mobile Accessories,Advanced phone stand adjustable with cutting-edge technology.,832.07,INR,images/electronics/phone_stand_adjustable.jpg,8.98014E+11,"{'warranty': '6 months', 'power': '45W', 'connectivity': 'Bluetooth'}",FALSE,FALSE,FALSE,4,4.3,4.2,4.1,156,4,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_36483,USB Hub 4 Port,ConnectMax,Electronics,Computer Accessories,Advanced usb hub 4 port with cutting-edge technology.,6206.99,INR,images/electronics/usb_hub_4_port.jpg,8.96845E+11,"{'warranty': '1 year', 'power': '80W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,3.4,3.5,3.7,3.5,269,11,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_70488,Bluetooth Earbuds True Wireless,AudioPods,Electronics,Audio,Advanced bluetooth earbuds true wireless with cutting-edge technology.,5756.22,INR,images/electronics/bluetooth_earbuds_true_wireless.jpg,8.96489E+11,"{'warranty': '6 months', 'power': '97W', 'connectivity': 'Bluetooth'}",FALSE,FALSE,FALSE,4.3,4,4.4,3.8,210,3,0.1,Electronics Dataset (Synthetic),17:43.1
electronics_73424,Smart Doorbell Camera,SmartEntry,Electronics,Smart Home,Advanced smart doorbell camera with cutting-edge technology.,9418.17,INR,images/electronics/smart_doorbell_camera.jpg,8.98083E+11,"{'warranty': '6 months', 'power': '66W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.9,3.5,3.9,4.2,204,8,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_91958,Electric Kettle 1.5L,QuickBoil,Electronics,Kitchen Appliances,Advanced electric kettle 1.5l with cutting-edge technology.,4216.9,INR,images/electronics/electric_kettle_1.5l.jpg,8.98224E+11,"{'warranty': '6 months', 'power': '9W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.1,3.7,4.6,3.7,201,6,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_22993,Air Conditioner Remote,CoolControl,Electronics,Appliance Parts,Advanced air conditioner remote with cutting-edge technology.,7591.68,INR,images/electronics/air_conditioner_remote.jpg,8.94316E+11,"{'warranty': '6 months', 'power': '75W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,4.2,4.7,4.4,4.6,32,0,0,Electronics Dataset (Synthetic),17:43.1
electronics_13636,LED Strip Lights RGB,ColorLight,Electronics,Lighting,Advanced led strip lights rgb with cutting-edge technology.,726.41,INR,images/electronics/led_strip_lights_rgb.jpg,8.97001E+11,"{'warranty': '6 months', 'power': '39W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.5,4.6,4.7,4.4,6,0,0,Electronics Dataset (Synthetic),17:43.1
electronics_21211,Car Phone Mount,DriveSecure,Electronics,Mobile Accessories,Advanced car phone mount with cutting-edge technology.,8568.03,INR,images/electronics/car_phone_mount.jpg,8.98184E+11,"{'warranty': '1 year', 'power': '19W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,4.2,4.2,3.9,4.7,98,4,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_82228,Wireless Router AC1200,NetFast,Electronics,Networking,Advanced wireless router ac1200 with cutting-edge technology.,6990,INR,images/electronics/wireless_router_ac1200.jpg,8.98228E+11,"{'warranty': '1 year', 'power': '40W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,3.9,4.3,3.6,3.6,117,2,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_23166,Digital Weighing Scale,AccuWeight,Electronics,Health Electronics,Advanced digital weighing scale with cutting-edge technology.,2877.49,INR,images/electronics/digital_weighing_scale.jpg,8.99939E+11,"{'warranty': '2 years', 'power': '96W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,3.1,3.4,3.5,2.9,138,5,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_17517,Bluetooth Adapter USB,ConnectEasy,Electronics,Accessories,Advanced bluetooth adapter usb with cutting-edge technology.,2554.46,INR,images/electronics/bluetooth_adapter_usb.jpg,8.95193E+11,"{'warranty': '6 months', 'power': '91W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.2,2.9,2.9,3.4,100,2,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_78527,Smart Plug WiFi Enabled,SmartControl,Electronics,Smart Home,Advanced smart plug wifi enabled with cutting-edge technology.,2798.38,INR,images/electronics/smart_plug_wifi_enabled.jpg,8.93546E+11,"{'warranty': '2 years', 'power': '87W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.4,4.7,4.8,4.4,140,6,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_33241,Portable Fan Rechargeable,CoolBreeze,Electronics,Personal Electronics,Advanced portable fan rechargeable with cutting-edge technology.,9179.97,INR,images/electronics/portable_fan_rechargeable.jpg,8.93454E+11,"{'warranty': '2 years', 'power': '51W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,3.2,3.7,3.2,3.2,211,10,0.5,Electronics Dataset (Synthetic),17:43.1
electronics_39676,Memory Card 64GB,DataStore,Electronics,Storage,Advanced memory card 64gb with cutting-edge technology.,7874.08,INR,images/electronics/memory_card_64gb.jpg,8.96113E+11,"{'warranty': '6 months', 'power': '49W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,3.8,4.2,3.5,3.8,109,2,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_10486,Wireless Charger Stand,ChargePro,Electronics,Accessories,Advanced wireless charger stand with cutting-edge technology.,2952.5,INR,images/electronics/wireless_charger_stand.jpg,8.95376E+11,"{'warranty': '2 years', 'power': '18W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,4.2,4.2,4.6,4.5,140,3,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_58691,Smart Band Fitness Tracker,HealthTrack,Electronics,Wearables,Advanced smart band fitness tracker with cutting-edge technology.,7478.21,INR,images/electronics/smart_band_fitness_tracker.jpg,8.93016E+11,"{'warranty': '6 months', 'power': '91W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,4.9,4.6,4.7,5,59,0,0,Electronics Dataset (Synthetic),17:43.1
electronics_62553,Bluetooth Car Kit,DriveSound,Electronics,Car Electronics,Advanced bluetooth car kit with cutting-edge technology.,3754.75,INR,images/electronics/bluetooth_car_kit.jpg,8.92139E+11,"{'warranty': '1 year', 'power': '79W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,2.8,2.9,3.1,3.3,202,5,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_85156,USB Flash Drive 32GB,QuickData,Electronics,Storage,Advanced usb flash drive 32gb with cutting-edge technology.,4822.73,INR,images/electronics/usb_flash_drive_32gb.jpg,8.92196E+11,"{'warranty': '6 months', 'power': '32W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,4.3,4.8,3.8,4.2,129,1,0.1,Electronics Dataset (Synthetic),17:43.1
electronics_29557,Wireless Presenter Remote,PresentPro,Electronics,Professional,Advanced wireless presenter remote with cutting-edge technology.,3993.02,INR,images/electronics/wireless_presenter_remote.jpg,8.91896E+11,"{'warranty': '6 months', 'power': '29W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.9,5,4.6,5,219,10,0.5,Electronics Dataset (Synthetic),17:43.1
electronics_82189,Smart Light Bulb LED,IntelliLight,Electronics,Smart Home,Advanced smart light bulb led with cutting-edge technology.,2031.29,INR,images/electronics/smart_light_bulb_led.jpg,8.91559E+11,"{'warranty': '6 months', 'power': '9W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.8,4.7,4.4,5,266,10,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_59069,Portable Bluetooth Printer,PrintAnywhere,Electronics,Printers,Advanced portable bluetooth printer with cutting-edge technology.,4495.95,INR,images/electronics/portable_bluetooth_printer.jpg,8.94129E+11,"{'warranty': '2 years', 'power': '69W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,4.8,4.3,4.5,4.7,129,3,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_13160,Digital Alarm Clock,TimeKeeper,Electronics,Personal Electronics,Advanced digital alarm clock with cutting-edge technology.,2922.19,INR,images/electronics/digital_alarm_clock.jpg,8.98423E+11,"{'warranty': '1 year', 'power': '50W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,4.4,4.5,4,4.5,126,3,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_90040,Wireless Microphone,VoiceClear,Electronics,Audio,Advanced wireless microphone with cutting-edge technology.,7962.52,INR,images/electronics/wireless_microphone.jpg,8.91361E+11,"{'warranty': '2 years', 'power': '93W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,4.1,4.2,3.8,4.3,169,2,0.1,Electronics Dataset (Synthetic),17:43.1
